"state","date","inflation_yoy","inflation_mom","total_arrivals","total_male_arrivals","total_female_arrivals","cumulative_arrivals"
"Terengganu",2020-06-01,-0.592857142857143,1.05714285714286,29,1,0,29
"Terengganu",2020-07-01,-0.171428571428571,0.571428571428571,29,0,0,29
"Terengganu",2020-08-01,-0.107142857142857,0.142857142857143,29,0,0,29
"Terengganu",2020-09-01,-0.3,-0.0857142857142857,29,0,0,29
"Terengganu",2020-10-01,-0.35,0.00714285714285714,29,0,0,29
"Terengganu",2020-11-01,-0.421428571428571,-0.0857142857142857,29,0,0,29
"Terengganu",2020-12-01,-0.207142857142857,0.392857142857143,49,20,0,49
"Terengganu",2021-01-01,0.492857142857143,0.864285714285714,62,13,0,62
"Terengganu",2021-02-01,0.635714285714286,0.235714285714286,73,11,0,73
"Terengganu",2021-03-01,1.79285714285714,0.257142857142857,91,18,0,91
"Terengganu",2021-04-01,3.94285714285714,0.171428571428571,91,0,0,91
"Terengganu",2021-05-01,3.93571428571429,0.178571428571429,95,4,0,95
"Terengganu",2021-06-01,2.72142857142857,0,95,0,0,95
"Terengganu",2021-07-01,1.78571428571429,-0.285714285714286,95,0,0,95
"Terengganu",2021-08-01,1.63571428571429,-0.0214285714285714,95,0,0,95
"Terengganu",2021-09-01,1.85,0.128571428571429,96,1,0,96
"Terengganu",2021-10-01,2.25714285714286,0.392857142857143,96,0,0,96
"Terengganu",2021-11-01,2.51428571428571,0.157142857142857,96,0,0,96
"Terengganu",2021-12-01,2.33571428571429,0.242857142857143,96,0,0,96
"Terengganu",2022-01-01,1.63571428571429,0.192857142857143,96,0,0,96
"Terengganu",2022-02-01,1.60714285714286,0.228571428571429,96,0,0,96
"Terengganu",2022-03-01,1.56428571428571,0.214285714285714,96,0,0,96
"Terengganu",2022-04-01,1.50714285714286,0.114285714285714,98,2,0,98
"Terengganu",2022-05-01,1.50714285714286,0.164285714285714,98,0,0,98
"Terengganu",2022-06-01,1.82142857142857,0.314285714285714,105,7,0,105
"Terengganu",2022-07-01,2.23571428571429,0.114285714285714,105,0,0,105
"Terengganu",2022-08-01,2.28571428571429,0.0214285714285714,105,0,0,105
"Terengganu",2022-09-01,2.22857142857143,0.0714285714285714,121,13,3,121
"Terengganu",2022-10-01,1.99285714285714,0.164285714285714,125,2,2,125
"Terengganu",2022-11-01,2.02142857142857,0.185714285714286,129,4,0,129
"Terengganu",2022-12-01,1.75,-0.0142857142857143,129,0,0,129
"Terengganu",2023-01-01,1.62857142857143,0.0857142857142857,129,0,0,129
"Terengganu",2023-02-01,1.52142857142857,0.114285714285714,132,3,0,132
"Terengganu",2023-03-01,1.42857142857143,0.121428571428571,150,18,0,150
"Terengganu",2023-04-01,1.38571428571429,0.0857142857142857,151,1,0,151
"Terengganu",2023-05-01,1.17142857142857,-0.05,152,1,0,152
"Terengganu",2023-06-01,0.942857142857143,0.0928571428571429,155,3,0,155
"Terengganu",2023-07-01,0.971428571428571,0.128571428571429,156,1,0,156
"Terengganu",2023-08-01,0.978571428571429,0.0428571428571429,156,0,0,156
"Terengganu",2023-09-01,0.971428571428571,0.0714285714285714,159,2,1,159
"Terengganu",2023-10-01,0.814285714285714,0.0214285714285714,163,4,0,163
"Terengganu",2023-11-01,0.714285714285714,0.0642857142857143,180,14,3,180
"Terengganu",2023-12-01,0.814285714285714,0.0928571428571429,181,1,0,181
"Terengganu",2024-01-01,0.75,0.0142857142857143,196,15,0,196
"Terengganu",2024-02-01,1.11428571428571,0.478571428571429,220,15,9,220
"Terengganu",2024-03-01,1.09285714285714,0.107142857142857,236,10,6,236
"Terengganu",2024-04-01,1.14285714285714,0.107142857142857,257,5,16,257
"Terengganu",2024-05-01,1.27857142857143,0.107142857142857,258,1,0,258
"Terengganu",2024-06-01,1.30714285714286,0.107142857142857,263,5,0,263
"W.P. Labuan",2020-01-01,0.664285714285714,0.05,3950,2526,1424,3950
"W.P. Labuan",2020-02-01,0.414285714285714,-0.0785714285714286,6392,1634,808,6392
"W.P. Labuan",2020-03-01,-0.921428571428571,-0.95,7304,627,285,7304
"W.P. Labuan",2020-04-01,-2.59285714285714,-1.75,7306,2,0,7306
"W.P. Labuan",2020-05-01,-2.36428571428571,0.221428571428571,7308,2,0,7308
"W.P. Labuan",2020-06-01,-1.77142857142857,0.842857142857143,7313,5,0,7313
"W.P. Labuan",2020-07-01,-1.26428571428571,0.507142857142857,7324,8,3,7324
"W.P. Labuan",2020-08-01,-1.33571428571429,1.96705251293799e-18,7330,4,2,7330
"W.P. Labuan",2020-09-01,-1.28571428571429,0.0428571428571429,7340,8,2,7340
"W.P. Labuan",2020-10-01,-1.38571428571429,-0.0285714285714286,7345,5,0,7345
"W.P. Labuan",2020-11-01,-1.45,-0.0785714285714286,7358,11,2,7358
"W.P. Labuan",2020-12-01,-1.07142857142857,0.35,7366,8,0,7366
"W.P. Labuan",2021-01-01,-0.757142857142857,0.378571428571429,7372,6,0,7372
"W.P. Labuan",2021-02-01,-0.442857142857143,0.25,7381,9,0,7381
"W.P. Labuan",2021-03-01,1.04285714285714,0.45,7387,3,3,7387
"W.P. Labuan",2021-04-01,3.33571428571429,0.0928571428571428,7397,10,0,7397
"W.P. Labuan",2021-05-01,3.10714285714286,0.0285714285714286,7412,14,1,7412
"W.P. Labuan",2021-06-01,2.17142857142857,0.0571428571428571,7412,0,0,7412
"W.P. Labuan",2021-07-01,1.4,-0.192857142857143,7427,15,0,7427
"W.P. Labuan",2021-08-01,1.42142857142857,0.0214285714285714,7436,9,0,7436
"W.P. Labuan",2021-09-01,1.37857142857143,0.0142857142857143,7443,7,0,7443
"W.P. Labuan",2021-10-01,1.63571428571429,0.221428571428571,7443,0,0,7443
"W.P. Labuan",2021-11-01,1.92142857142857,0.178571428571429,7446,3,0,7446
"W.P. Labuan",2021-12-01,1.49285714285714,-0.0357142857142857,7456,10,0,7456
"W.P. Labuan",2022-01-01,1.2,0.114285714285714,7468,12,0,7468
"W.P. Labuan",2022-02-01,1,0.0785714285714286,7485,17,0,7485
"W.P. Labuan",2022-03-01,0.828571428571429,0.285714285714286,7497,12,0,7497
"W.P. Labuan",2022-04-01,0.885714285714286,0.135714285714286,7528,22,9,7528
"W.P. Labuan",2022-05-01,1.16428571428571,0.278571428571429,7556,21,7,7556
"W.P. Labuan",2022-06-01,1.38571428571429,0.257142857142857,7598,25,17,7598
"W.P. Labuan",2022-07-01,1.76428571428571,0.185714285714286,7662,36,28,7662
"W.P. Labuan",2022-08-01,1.67142857142857,-0.0785714285714286,8315,401,252,8315
"W.P. Labuan",2022-09-01,1.61428571428571,-0.0142857142857143,9255,641,299,9255
"W.P. Labuan",2022-10-01,1.37857142857143,-0.0357142857142857,10281,735,291,10281
"W.P. Labuan",2022-11-01,1.31428571428571,0.121428571428571,11515,848,386,11515
"W.P. Labuan",2022-12-01,1.31428571428571,-0.0428571428571429,13831,1381,935,13831
"W.P. Labuan",2023-01-01,1.4,0.192857142857143,15453,1113,509,15453
"W.P. Labuan",2023-02-01,1.62857142857143,0.321428571428571,17399,1277,669,17399
"W.P. Labuan",2023-03-01,1.44285714285714,0.114285714285714,18824,978,447,18824
"W.P. Labuan",2023-04-01,1.41428571428571,0.114285714285714,21115,1383,908,21115
"W.P. Labuan",2023-05-01,0.95,-0.171428571428571,22856,1110,631,22856
"W.P. Labuan",2023-06-01,0.95,0.25,24443,1042,545,24443
"W.P. Labuan",2023-07-01,0.907142857142857,0.128571428571429,25803,934,426,25803
"W.P. Labuan",2023-08-01,1.04285714285714,0.0714285714285714,28093,1426,864,28093
"W.P. Labuan",2023-09-01,1.11428571428571,0.0571428571428571,29562,998,471,29562
"W.P. Labuan",2023-10-01,1.20714285714286,0.0642857142857143,30890,934,394,30890
"W.P. Labuan",2023-11-01,1.22857142857143,0.164285714285714,32541,1108,543,32541
"W.P. Labuan",2023-12-01,1.37857142857143,0.1,36358,2308,1509,36358
"W.P. Labuan",2024-01-01,1.01428571428571,-0.185714285714286,37770,958,454,37770
"W.P. Labuan",2024-02-01,0.957142857142857,0.271428571428571,40346,1590,986,40346
"W.P. Labuan",2024-03-01,0.771428571428571,-0.0857142857142857,41936,1040,550,41936
"W.P. Labuan",2024-04-01,0.678571428571429,0.0142857142857143,43898,1161,801,43898
"W.P. Labuan",2024-05-01,1.00714285714286,0.142857142857143,45941,1209,834,45941
"W.P. Labuan",2024-06-01,0.814285714285714,0.0571428571428571,47536,1049,546,47536
